LAT_LON,ZIP_CODE_IMPUTED
"40.70029, -73.92904",11206
"40.675312, -73.777145",11434
"40.586777, -73.81465",11693
"40.77915, -73.91016",11105
"40.74668, -73.9745",10158
"40.66349, -73.87921",11239
"40.66889, -73.72903",11422
"40.735535, -74.0017",10014
"40.61334, -74.01109",11228
"40.732315, -74.00052",10014
"40.838646, -73.85952",10462
"40.890648, -73.84875",10466
"40.716328, -73.948074",11211
"40.685223, -73.988716",11201
"40.623646, -74.16554",10303
"40.829002, -73.91557",10456
"40.659428, -73.88375",11207
"40.60702, -74.162384",10314
"40.672527, -73.95026",11233
"40.627193, -74.16047",10303
"40.558403, -74.12611",10306
"40.679733, -73.97432",11217
"40.90083, -73.905136",10471
"40.651226, -73.94096",11203
"40.734993, -73.936295",11101
"40.8164, -73.89126",10474
"40.6953, -73.74915",11412
"40.6052, -74.0852",10304
"40.70159, -73.94875",11206
"40.831127, -73.91745",10456
"40.670956, -73.91107",11212
"40.625206, -74.14955",10303
"40.746536, -73.985954",10001
"40.630768, -74.142365",10303
"40.726967, -73.85647",11374
"40.764988, -73.96116",10065
"40.708843, -74.00251",10038
"40.65993, -73.891655",11207
"40.647064, -74.02263",11220
"40.750244, -73.75738",11364
"40.816406, -73.91573",10455
"40.624367, -74.08033",10304
"40.691612, -73.83667",11419
"40.75172, -73.936134",11101
"40.819477, -73.92689",10451
"40.5912, -74.16106",10314
"40.596596, -74.16218",10314
"40.72089, -73.99576",10012
"40.60404, -74.128845",10314
"40.708195, -73.96594",11249
"40.669666, -73.76561",11434
"40.63288, -74.13204",10302
"40.81916, -73.87982",10473
"40.629513, -74.14079",10302
"40.672794, -73.76942",11434
"40.659702, -73.8786",11207
"40.75412, -73.92955",11101
"40.88387, -73.886955",10463
"40.632565, -74.137344",10302
"40.702526, -73.95934",11211
"40.594334, -73.935905",11235
"40.767113, -73.90405",11103
"40.685513, -73.97429",11217
"40.713974, -73.97997",10002
"40.708294, -73.7385",11429
"40.78519, -73.95143",10128
"40.595394, -74.167564",10314
"40.819878, -73.85777",10473
"40.684002, -73.863434",11416
"40.73277, -73.94282",11222
"40.79573, -73.93267",10035
"40.622093, -73.937515",11210
"40.61687, -74.13592",10314
"40.84769, -73.919334",10453
"40.83232, -73.91676",10456
"40.58008, -73.95981",11235
"40.613235, -73.98206",11204
"40.61983, -74.02957",11209
"40.82858, -73.87918",10472
"40.723698, -73.7406",11428
"40.696186, -73.751976",11412
"40.709995, -73.79263",11432
"40.762146, -73.83465",11354
"40.696182, -73.93384",11221
"40.69595, -73.9824",11251
"40.610844, -74.1811",10311
"40.72125, -73.99224",10002
"40.66798, -73.77432",11434
"40.612293, -74.13512",10314
"40.847393, -73.90463",10457
"40.676586, -73.78686",11434
"40.673244, -73.737946",11422
"40.68738, -73.92089",11221
"40.630688, -73.92521",11234
"40.880505, -73.885956",10468
"40.715397, -73.772766",11423
"40.635624, -74.01707",11220
"40.687565, -73.984406",11217
"40.79003, -73.821175",11357
"40.701504, -73.99329",11242
"40.69612, -73.746185",11412
"40.667553, -73.89671",11207
"40.768932, -73.79191",11361
"40.766857, -73.76269",11361
"40.611546, -74.15961",10314
"40.655846, -73.98066",11215
"40.71705, -73.75977",11428
"40.68535, -74.00101",11231
"40.639786, -74.03613",11209
"40.599754, -74.09162",10304
"40.711082, -73.77798",11423
"40.82882, -73.83833",10465
"40.650528, -73.95583",11226
"40.836792, -73.84669",10462
"40.66243, -73.88168",11239
"40.583355, -74.14962",10314
"40.714157, -73.956276",11211
"40.712505, -73.89591",11379
"40.824352, -73.87245",10472
"40.67416, -73.72756",11422
"40.663185, -73.84911",11414
"40.846725, -73.93563",10033
"40.536995, -74.22429",10309
"40.68164, -73.98568",11217
"40.73329, -73.98719",10003
"40.55692, -74.205956",10309
"40.656494, -73.99899",11232
"40.663555, -73.93162",11213
"40.748066, -73.93974",11101
"40.8416, -73.90112",10457
"40.647964, -73.974915",11218
"40.704807, -73.77278",11412
"40.7473, -73.828995",11355
"40.650715, -73.951385",11226
"40.757877, -73.8839",11370
"40.76942, -73.880295",11369
"40.69479, -73.99431",11201
"40.56771, -74.13977",10306
"40.62806, -74.02029",11209
"40.605015, -74.02929",11252
"40.709675, -73.82003",11415
"40.592186, -73.9777",11223
"40.820644, -73.93072",10451
"40.77041, -73.82468",11354
"40.75998, -73.85658",11368
"40.676304, -73.82029",11420
"40.66798, -73.893845",11207
"40.61303, -74.131516",10314
"40.553276, -74.18827",10312
"40.63491, -74.01017",11220
"40.832253, -73.88453",10460
"40.715427, -73.72918",11429
"40.660217, -73.72807",11422
"40.77861, -73.84249",11356
"40.718143, -73.993835",10002
"40.810947, -73.927155",10454
"40.677822, -73.91636",11233
"40.59084, -73.797935",11692
"40.625805, -74.15509",10303
"40.692127, -73.83484",11418
"40.75548, -73.76815",11361
"40.688774, -73.9479",11216
"40.609844, -74.16152",10314
"40.83846, -73.90175",10457
"40.57957, -73.96221",11235
"40.769062, -73.8369",11354
"40.610493, -74.16485",10314
"40.60646, -73.9517",11229
"40.644688, -74.003586",11220
"40.695023, -73.98885",11242
"40.610935, -74.14307",10314
"40.69976, -73.98465",11251
"40.70079, -73.9605",11249
"40.635647, -74.12995",10302
"40.57296, -74.09955",10306
"40.63556, -73.922844",11234
"40.76281, -73.99317",10036
"40.65621, -73.914665",11212
"40.62729, -73.94217",11210
"40.71245, -73.91853",11385
"40.745483, -73.77853",11365
"40.81341, -73.82239",10465
"40.725025, -74.005905",10013
"40.779884, -73.80321",11357
"40.716488, -73.94643",11211
"40.806644, -73.92495",10454
"40.602688, -73.933556",11229
"40.7923, -73.807236",11357
"40.727898, -73.83882",11375
"40.679653, -73.77724",11434
"40.712082, -74.01013",10007
"40.865246, -73.909874",10468
"40.865902, -73.904396",10468
"40.863327, -73.89921",10468
"40.612213, -74.15395",10314
"40.721844, -73.90444",11378
"40.831017, -73.85226",10462
"40.642563, -74.08653",10301
"40.727154, -73.75399",11427
"40.665318, -73.73431",11422
"40.837315, -73.934044",10035
"40.667366, -73.77181",11434
"40.77044, -73.91655",11105
"40.74478, -73.86342",11368
"40.69222, -73.847496",11421
"40.619568, -73.98628",11204
"40.71654, -73.996994",10013
"40.686237, -73.839066",11416
"40.61956, -74.01537",11228
"40.62656, -74.15199",10303
"40.75307, -73.79238",11358
"40.752754, -73.851906",11368
"40.856388, -73.90177",10453
"40.821068, -73.89894",10459
"40.85119, -73.844315",10469
"40.561707, -74.172264",10312
"40.544487, -74.176506",10312
"40.625256, -73.9987",11219
"40.703697, -73.966545",11211
"40.815437, -73.924",10455
"40.63175, -74.15123",10303
"40.73236, -73.72256",11426
"40.691097, -73.927704",11221
"40.579376, -73.96311",11235
"40.785366, -73.84482",11356
"40.90414, -73.905014",10471
"40.73723, -74.000656",10011
"40.658417, -73.929146",11203
"40.74135, -73.937096",11101
"40.585, -73.94764",11235
"40.72303, -73.810135",11367
"40.719643, -73.83507",11375
"40.656082, -73.953064",11226
"40.76553, -73.99768",10036
"40.62894, -74.04092",11209
"40.643986, -74.01149",11220
"40.793606, -73.94952",10029
"40.67792, -73.9182",11233
"40.609806, -74.16041",10314
"40.61481, -74.03195",11209
"40.60603, -73.98703",11223
"40.76838, -73.92125",11102
"40.844955, -73.93008",10040
"40.610405, -74.150665",10314
"40.664043, -73.736534",11422
"40.8254, -73.865074",10472
"40.837864, -73.86356",10460
"40.836098, -73.934875",10032
"40.53842, -74.23742",10307
"40.71001, -73.79474",11432
"40.81261, -73.95683",10027
"40.58359, -74.156204",10314
"40.75326, -74.00383",10001
"40.69885, -73.938576",11206
"40.691708, -73.97355",11205
"40.749943, -73.754616",11364
"40.742996, -73.75073",11364
"40.608833, -73.76515",11691
"40.74658, -73.99756",10001
"40.750668, -73.85097",11368
"40.62456, -74.15878",10303
"40.874973, -73.87946",10467
"40.68122, -73.98047",11217
"40.764736, -73.98804",10019
"40.60784, -73.961975",11223
"40.642605, -74.01981",11220
"40.710667, -73.93361",11206
"40.744057, -73.8468",11368
"40.878613, -73.849464",10469
"40.740112, -73.98222",10010
"40.70179, -73.81601",11435
"40.676537, -73.732185",11422
"40.627987, -73.91625",11234
"40.651695, -73.94968",11226
"40.799145, -73.972534",10025
"40.747627, -73.976746",10016
"40.637646, -74.111755",10310
"40.721905, -73.84502",11375
"40.702232, -74.01587",10004
"40.74994, -73.882454",11372
"40.84168, -73.93934",10032
"40.636635, -74.008385",11220
"40.605743, -73.898674",11234
"40.62438, -74.13936",10302
"40.85874, -73.93012",10040
"40.622963, -74.01184",11228
"40.698368, -73.996956",11201
"40.65008, -73.96101",11226
"40.686443, -73.768295",11434
"40.610523, -74.00806",11228
"40.721603, -73.76413",11423
"40.62916, -74.017494",11220
"40.74898, -73.93969",11101
"40.55834, -74.158585",10312
"40.635303, -74.181595",10303
"40.682808, -73.851135",11416
"40.714436, -73.759995",11423
"40.710495, -73.83314",11415
"40.712284, -73.78536",11432
"40.730648, -73.72572",11426
"40.720936, -73.993805",10012
"40.623253, -74.16209",10303
"40.76964, -73.91168",11105
"40.694744, -73.785675",11433
"40.697327, -73.82961",11418
"40.591427, -74.1648",10314
"40.748535, -73.77372",11361
"40.60275, -73.98539",11223
"40.752316, -73.985954",10018
"40.739357, -73.89103",11373
"40.760857, -73.961075",10065
"40.69894, -73.83717",11418
"40.74641, -73.78023",11365
"40.629414, -74.137856",10302
"40.721485, -73.86658",11379
"40.67695, -74.00181",11231
"40.63439, -73.89324",11236
"40.797337, -73.96244",10025
"40.681835, -73.97584",11217
"40.724434, -73.8693",11374
"40.647972, -74.0181",11220
"40.81982, -73.95529",10031
"40.88183, -73.87627",10467
"40.60572, -73.981224",11223
"40.76177, -73.979065",10104
"40.72688, -73.83907",11375
"40.85891, -73.922966",10040
"40.66061, -73.94262",11203
"40.718353, -73.7654",11423
"40.85787, -73.93842",10040
"40.726536, -73.9544",11222
"40.729794, -73.98866",10003
"40.747147, -73.77754",11364
"40.738773, -73.80846",11365
"40.606888, -73.99589",11214
"40.781506, -73.816956",11357
"40.742035, -73.86604",11368
"40.763573, -73.92189",11102
"40.78009, -73.9194",11105
"40.808163, -73.92653",10454
"40.684383, -73.823265",11419
"40.896122, -73.908005",10471
"40.768406, -73.98205",10023
"40.75747, -73.902794",11377
"40.74648, -73.7589",11364
"40.641327, -74.00709",11220
"40.70261, -73.992516",10038
"40.886406, -73.84119",10466
"40.67544, -73.78086",11434
"40.782536, -73.81182",11357
"40.64918, -73.976616",11218
"40.796017, -73.97502",10025
"40.609512, -73.98957",11204
"40.715805, -73.77393",11432
"40.66018, -73.91414",11212
"40.736656, -74.00102",10001
"40.834805, -73.886116",10460
"40.605904, -74.1354",10314
"40.75868, -73.77558",11361
"40.825527, -73.882286",10472
"40.778805, -73.974075",10024
"40.68979, -73.90655",11207
"40.889458, -73.89828",10463
"40.6374, -74.01116",11220
"40.790363, -73.96564",10025
"40.7847, -73.83854",11356
"40.84921, -73.90011",10457
"40.74689, -73.92081",11104
"40.76155, -73.96659",10022
"40.669403, -73.912605",11212
"40.749306, -73.86141",11368
"40.72579, -73.79175",11366
"40.695717, -73.96592",11205
"40.700554, -73.84294",11418
"40.5917, -74.16443",10314
"40.777714, -73.82406",11357
"40.758533, -73.98885",10036
"40.738216, -73.98568",10010
"40.642014, -73.9313",11203
"40.6913, -73.9455",11216
"40.761894, -73.72916",11362
"40.614452, -73.99161",11204
"40.674355, -73.76752",11434
"40.697426, -73.784325",11433
"40.621128, -74.133514",10314
"40.690895, -73.99406",11201
"40.832756, -73.85918",10462
"40.74753, -73.98831",10001
"40.73382, -74.01022",10014
"40.70618, -73.92846",11237
"40.865078, -73.928116",10040
"40.604664, -74.02189",11252
"40.791557, -73.96848",10025
"40.675117, -74.00962",11231
"40.691948, -73.93983",11221
"40.827, -73.84359",10473
"40.766716, -73.928566",11102
"40.875256, -73.84342",10469
"40.704212, -73.83697",11418
"40.863613, -73.928215",10040
"40.720455, -73.804276",11432
"40.61137, -73.973495",11223
"40.62862, -74.145515",10302
"40.64378, -73.94016",11203
"40.78485, -73.846794",11356
"40.61406, -74.08618",10304
"40.61103, -74.15682",10314
"40.855614, -73.90352",10453
"40.857708, -73.9043",10453
"40.651276, -73.94003",11203
"40.868694, -73.90237",10468
"40.67818, -73.90911",11233
"40.752995, -73.91068",11103
"40.66685, -73.8907",11207
"40.787937, -73.81768",11357
"40.615765, -74.15234",10314
"40.833435, -73.94534",10032
"40.680027, -73.83997",11417
"40.761993, -73.75849",11361
"40.779324, -73.775604",11360
"40.668667, -73.868324",11208
"40.609226, -73.94939",11229
"40.76536, -73.98759",10019
"40.787914, -73.841965",11356
"40.66885, -73.91635",11212
"40.618874, -74.13753",10314
"40.59302, -73.793274",11692
"40.668926, -73.88748",11207
"40.883736, -73.8308",10475
"40.70855, -73.78827",11432
"40.86967, -73.86527",10467
"40.72979, -73.948265",11222
"40.719337, -73.985916",10002
"40.697803, -73.969734",11205
"40.850098, -73.9067",10457
"40.74447, -73.911514",11377
"40.634354, -73.94202",11210
"40.754974, -73.853096",11368
"40.762276, -73.785126",11361
"40.621994, -73.94598",11210
"40.663292, -73.92543",11212
"40.625298, -74.15042",10303
"40.65538, -73.9203",11212
"40.70665, -73.95042",11206
"40.63256, -74.137375",10302
"40.82214, -73.930824",10451
"40.84708, -73.86836",10462
"40.735336, -73.91689",11104
"40.68285, -73.79902",11436
"40.768707, -73.72889",11362
"40.774677, -73.98221",10023
"40.707146, -73.927025",11237
"40.60181, -73.760605",11691
"40.596977, -73.97324",11223
"40.756874, -73.94436",11101
"40.752197, -73.726135",11362
"40.743008, -73.77758",11365
"40.687077, -73.92355",11221
"40.61273, -74.13602",10314
"40.757793, -73.861916",11368
"40.82048, -73.81809",10465
"40.750423, -73.78517",11365
"40.84621, -73.91227",10453
"40.699547, -73.83246",11418
"40.73915, -73.847374",11368
"40.712902, -73.98694",10002
"40.763508, -73.77193",11361
"40.690693, -73.95728",11205
"40.7067, -74.01605",10006
"40.64936, -74.01284",11220
"40.652428, -73.83923",11414
"40.601463, -73.97555",11223
"40.679565, -73.92882",11233
"40.874157, -73.899445",10468
"40.74854, -73.97315",10016
"40.87686, -73.85976",10467
"40.853542, -73.92439",10040
"40.788628, -73.789665",11357
"40.662506, -73.96088",11225
"40.761204, -73.73094",11362
"40.596195, -74.18331",10314
"40.68483, -73.86048",11208
"40.63047, -74.137856",10302
"40.89845, -73.85431",10466
"40.703033, -73.797134",11433
"40.7698, -73.94122",10162
"40.805042, -73.936935",10035
"40.61044, -74.09957",10304
"40.67898, -73.88107",11208
"40.698463, -73.960205",11205
"40.81005, -73.92515",10454
"40.706608, -74.00204",10038
"40.674744, -73.78222",11434
"40.702263, -73.748955",11412
"40.634174, -73.944885",11210
"40.6745, -73.9537",11216
"40.718018, -73.99996",10013
"40.592026, -74.19011",10314
"40.698746, -73.9924",11201
"40.713196, -73.74968",11429
"40.70887, -73.81871",11435
"40.70982, -73.9402",11206
"40.661385, -73.95362",11225
"40.74877, -73.893616",11372
"40.701424, -73.94307",11206
"40.637905, -74.16611",10303
"40.758125, -73.928505",11106
"40.710903, -73.992096",10002
"40.746204, -73.835075",11355
"40.713303, -73.88427",11379
"40.627926, -73.93175",11234
"40.576706, -73.972824",11224
"40.729862, -73.99144",10003
"40.74286, -73.846535",11368
"40.725792, -73.94264",11222
"40.635338, -74.13332",10302
"40.657017, -74.00474",11209
"40.725193, -73.98705",10009
"40.8429, -73.93843",10032
"40.722553, -74.00141",10013
"40.770027, -73.81922",11354
"40.52865, -74.216835",10309
"40.764603, -73.819305",11355
"40.771656, -73.95319",10075
"40.646313, -73.87386",11239
"40.68957, -73.85706",11421
"40.628853, -74.14771",10303
"40.745304, -73.82595",11355
"40.679653, -73.88556",11207
"40.559437, -74.12481",10306
"40.61637, -74.1276",10314
"40.589157, -73.98282",11223
"40.745594, -73.9034",11377
"40.716267, -73.79583",11432
"40.605095, -74.12902",10314
"40.65531, -73.90318",11212
"40.647762, -73.97466",11218
"40.598034, -74.00552",11214
"40.611835, -74.17596",10314
"40.667316, -73.93683",11213
"40.619923, -74.16459",10314
"40.729774, -73.98682",10003
"40.78566, -73.98021",10024
"40.805782, -73.95066",10027
"40.75786, -73.9756",10022
"40.73245, -74.00987",10014
"40.665592, -73.888504",11207
"40.64419, -73.93349",11203
"40.67711, -73.78129",11434
"40.68558, -73.79105",11434
"40.5785, -74.15615",10314
"40.7105, -73.771194",11423
"40.74876, -73.8692",11373
"40.67211, -73.801094",11436
"40.82598, -73.93591",10039
"40.794773, -73.816185",11357
"40.780064, -73.94705",10128
"40.78448, -73.85682",11356
"40.67804, -73.75925",11434
"40.641064, -73.94662",11226
"40.71058, -73.9835",11251
"40.6618, -73.7682",11434
"40.742195, -73.81456",11355
"40.6785, -73.743256",11413
"40.76172, -73.98281",10019
"40.7338, -73.81481",11367
"40.810684, -73.95452",10027
"40.68867, -73.73138",11411
"40.690987, -73.86903",11208
"40.61163, -74.15957",10314
"40.577637, -73.99697",11224
"40.702038, -73.86726",11421
"40.7206, -73.95476",11211
"40.68612, -73.785286",11434
"40.6705, -73.94488",11213
"40.63465, -73.93727",11210
"40.797943, -73.94003",10035
"40.725582, -73.989876",10003
"40.756836, -73.83872",11354
"40.652515, -74.00941",11232
"40.60891, -73.990204",11214
"40.627678, -74.14925",10303
"40.802597, -73.94506",10026
"40.66045, -73.86719",11208
"40.66638, -73.9244",11212
"40.721638, -74.011894",10005
"40.859985, -73.90409",10468
"40.683098, -73.78432",11434
"40.739193, -73.90128",11377
"40.63158, -73.94755",11210
"40.71421, -73.794205",11432
"40.758373, -73.748886",11363
"40.667282, -73.89856",11207
"40.54222, -74.18458",10312
"40.83391, -73.82709",10461
"40.735504, -74.00838",10014
"40.866314, -73.9186",10034
"40.717964, -73.900055",11379
"40.672844, -73.88943",11207
"40.728092, -73.814445",11367
"40.71762, -74.00028",10013
"40.59039, -73.99155",11214
"40.6246, -74.13659",10302
"40.7467, -73.93128",11101
"40.61423, -74.15608",10314
"40.623787, -73.90821",11234
"40.650227, -73.92827",11203
"40.605614, -73.7447",11691
"40.78642, -73.978065",10024
"40.676178, -73.9663",11238
"40.672607, -73.89992",11207
"40.627598, -74.14468",10302
"40.736156, -73.71371",11004
"40.77548, -73.98022",10023
"40.745068, -73.93826",11101
"40.69405, -73.82802",11419
"40.66573, -73.75012",11422
"40.851402, -73.89343",10457
"40.584793, -74.16034",10314
"40.69986, -73.98458",11251
"40.651157, -73.918144",11236
"40.847397, -73.92841",10040
"40.600082, -73.96591",11229
"40.743626, -73.73437",11426
"40.57988, -73.96075",11235
"40.691708, -73.94849",11206
"40.578663, -74.169586",10314
"40.86945, -73.872345",10467
"40.831055, -73.905846",10456
"40.69826, -73.77745",11433
"40.73968, -73.857315",11368
"40.672142, -73.7612",11413
"40.638584, -73.95376",11226
"40.72164, -73.989136",10002
"40.805557, -73.91047",10454
"40.73975, -74.00253",10011
"40.761547, -73.83113",11354
"40.69638, -73.80424",11435
"40.680313, -73.94332",11216
"40.71721, -73.93471",11211
"40.752335, -73.89771",11377
"40.68592, -73.846924",11416
"40.677265, -73.778625",11434
"40.637215, -73.93274",11203
"40.809406, -73.8803",10474
"40.632065, -73.91861",11208
"40.87335, -73.92875",10034
"40.64711, -73.972534",11218
"40.67502, -73.86133",11208
"40.69312, -73.83134",11419
"40.75144, -73.97397",10017
"40.75035, -73.900055",11377
"40.60184, -74.00593",11214
"40.602215, -74.17493",10314
"40.666462, -73.80445",11420
"40.633354, -74.15099",10303
"40.81084, -73.95068",10027
"40.765347, -73.8354",11354
"40.69379, -73.7929",11433
"40.62877, -73.91825",11234
"40.60859, -73.75678",11691
"40.5953, -74.11038",10304
"40.84467, -73.885666",10460
"40.605934, -74.16224",10314
"40.749844, -73.883385",11372
"40.741077, -74.001564",10011
"40.830597, -73.885345",10459
"40.757065, -74.00106",10018
"40.712696, -73.900604",11385
"40.737194, -73.90619",11377
"40.634323, -74.137184",10302
"40.770905, -73.79878",11358
"40.650467, -73.92443",11203
"40.747486, -73.80009",11365
"40.879864, -73.87596",10467
"40.76102, -73.88826",11370
"40.728413, -73.99426",10012
"40.74608, -73.974945",10016
"40.679535, -73.83176",11420
"40.590908, -74.15854",10314
"40.825455, -73.91317",10451
"40.66834, -73.77094",11434
"40.882168, -73.863594",10467
"40.769707, -73.789314",11360
"40.5789, -73.97486",11224
"40.72649, -73.8107",11366
"40.59368, -73.77538",11691
"40.603626, -74.06931",10305
"40.887386, -73.85394",10466
"40.59567, -73.775734",11691
"40.85958, -73.86653",10467
"40.76843, -73.961555",10021
"40.706367, -73.9336",11206
"40.60771, -74.00341",11214
"40.792114, -73.98063",10024
"40.695995, -73.782776",11433
"40.66802, -73.95894",11225
"40.661892, -73.77571",11434
"40.573723, -74.088875",10306
"40.62442, -74.14408",10302
"40.749935, -73.7742",11364
"40.78322, -73.84679",11356
"40.693817, -73.82212",11419
"40.71043, -73.948784",11206
"40.876877, -73.9034",10463
"40.585426, -74.10152",10306
"40.841637, -73.89318",10457
"40.72547, -73.98396",10009
"40.768436, -73.98906",10019
"40.855618, -73.83324",10461
"40.711994, -74.00811",10003
"40.612705, -73.97955",11204
"40.564484, -74.09763",10306
"40.66972, -73.737206",11422
"40.743782, -73.97352",10016
"40.73863, -73.90833",11377
"40.798504, -73.96713",10025
"40.61247, -74.13181",10314
"40.736397, -73.76775",11364
"40.678947, -73.865166",11208
"40.695858, -73.82006",11419
"40.627636, -74.160446",10303
"40.541405, -74.21476",10309
"40.74909, -73.78463",11365
"40.734135, -73.86918",11373
"40.708164, -73.76141",11412
"40.910904, -73.89834",10471
"40.707966, -73.84696",11375
"40.695557, -73.93457",11206
"40.822037, -73.93096",10451
"40.7561, -73.86251",11368
"40.73337, -73.72517",11426
"40.621044, -74.13243",10314
"40.822166, -73.94242",10030
"40.88437, -73.82134",10475
"40.706444, -73.926834",11237
"40.626377, -74.150536",10303
"40.702824, -74.00811",10038
"40.735306, -74.00037",10014
"40.75895, -73.96849",10022
"40.73207, -73.94462",11222
"40.84441, -73.90117",10457
"40.745728, -73.97813",10035
"40.895847, -73.88114",10471
"40.73527, -73.743034",11427
"40.753403, -73.90587",11377
"40.76649, -73.95696",10021
"40.73026, -73.84577",11375
"40.73009, -73.87714",11373
"40.708424, -73.95791",11211
"40.672077, -73.941956",11213
"40.675755, -73.95977",11238
"40.566494, -74.11377",10306
"40.607166, -74.13085",10314
"40.891018, -73.886894",10471
"40.81021, -73.90208",10451
"40.82364, -73.82209",10465
"40.58514, -73.96651",11224
"40.678932, -73.96197",11238
"40.739674, -73.934586",11101
"40.821712, -73.90646",10456
"40.747684, -73.97879",10016
"40.835266, -73.91503",10456
"40.62719, -74.1385",10302
"40.706497, -73.89695",11385
"40.70938, -73.9371",11206
"40.647427, -73.979126",11218
"40.75971, -73.83884",11354
"40.549477, -74.21966",10309
"40.761436, -73.76176",11361
"40.838768, -73.92815",10452
"40.70636, -73.792534",11001
"40.705746, -73.926636",11237
"40.692417, -73.902794",11237
"40.682095, -73.80172",11436
"40.883343, -73.81614",10475
"40.683357, -73.79726",11436
"40.661137, -73.99006",11215
"40.74989, -73.77436",11364
"40.6078, -74.0814",10304
"40.684753, -73.86077",11421
"40.665745, -73.993744",11209
"40.74906, -73.89082",11372
"40.80071, -73.93198",10035
"40.752766, -73.83692",11355
"40.73035, -73.99483",10003
"40.758057, -73.95914",10155
"40.76616, -73.73618",11362
"40.679234, -74.00397",11231
"40.764626, -73.99555",10036
"40.674423, -74.00033",11231
"40.66641, -73.78813",11436
"40.793488, -73.94328",10029
"40.590416, -74.15258",10314
"40.642204, -73.991936",11219
"40.843452, -73.892876",10458
"40.739628, -74.00634",10014
"40.865532, -73.86238",10467
"40.693172, -73.97086",11205
"40.821182, -73.88929",10472
"40.67797, -73.940575",11225
"40.59899, -74.13599",10314
"40.529263, -74.18986",10312
"40.781693, -73.839615",11356
"40.761795, -73.7679",11361
"40.760117, -73.98484",10019
"40.73834, -73.84507",11368
"40.695614, -73.82976",11418
"40.763798, -73.808235",11354
"40.694454, -73.99888",11201
"40.77674, -73.79996",11357
"40.699383, -73.79451",11433
"40.74413, -73.927055",11101
"40.75108, -73.74915",11364
"40.610676, -74.111015",10304
"40.767612, -73.927826",11102
"40.617645, -74.00304",11228
"40.692856, -73.78531",11433
"40.547733, -74.15606",10308
"40.76226, -73.75699",11362
"40.753895, -73.79827",11358
"40.662357, -73.73517",11422
"40.761658, -73.986565",10019
"40.67251, -73.873726",11208
"40.7531, -73.72422",11005
"40.827927, -73.90094",10456
"40.699787, -73.813644",11435
"40.59864, -74.13884",10314
"40.67996, -73.955444",11238
"40.784515, -73.94983",10128
"40.75685, -73.77679",11361
"40.89111, -73.863045",10466
"40.834324, -73.919914",10452
"40.734337, -74.002396",10014
"40.647076, -73.94435",11203
"40.651833, -74.003334",11232
"40.851185, -73.928665",10040
"40.737457, -73.74109",11427
"40.799072, -73.97043",10025
"40.631447, -74.13519",10302
"40.840607, -73.82968",10461
"40.710342, -73.98662",10002
"40.78827, -73.81613",11357
"40.85232, -73.93878",10033
"40.820133, -73.91307",10451
"40.639553, -73.93299",11203
"40.733032, -73.954735",11222
"40.86607, -73.89439",10468
"40.6628, -73.769585",11434
"40.77461, -73.94809",10028
"40.71135, -73.96143",11211
"40.864216, -73.895805",10468
"40.876606, -73.89959",10463
"40.769222, -73.967316",10065
"40.78757, -73.815315",11357
"40.83818, -73.88155",10460
"40.677364, -73.90798",11207
"40.772697, -73.83396",11354
"40.854923, -73.83296",10461
"40.72125, -73.93651",11222
"40.822174, -73.95211",10031
"40.744846, -73.835686",11355
"40.662064, -73.76439",11413
"40.829655, -73.91729",10456
"40.744167, -73.91248",11377
"40.550938, -74.164795",10312
"40.85328, -73.83378",10461
"40.691452, -73.88517",11385
"40.879486, -73.8477",10469
"40.792812, -73.937744",10029
"40.755203, -73.871",11368
"40.851303, -73.95049",7024
"40.645626, -73.89763",11236
"40.600857, -74.17679",10314
"40.782627, -73.97499",10024
"40.78628, -73.80598",11357
"40.728176, -73.98486",10009
"40.716343, -73.761406",11423
"40.760513, -73.95072",10044
"40.618595, -73.99847",11204
"40.713375, -73.76298",11423
"40.62634, -74.13371",10302
"40.632786, -74.153496",10303
"40.61626, -73.99309",11204
"40.603554, -73.74485",11691
"40.690346, -73.99206",11201
"40.68269, -73.753174",11413
"40.680805, -73.76389",11434
"40.828457, -73.913895",10456
"40.84802, -73.940445",10033
"40.59833, -74.12715",10314
"40.665478, -73.748795",11413
"40.722298, -73.99713",10012
"40.64644, -73.927864",11203
"40.674667, -73.86792",11208
"40.853245, -73.83529",10461
"40.57731, -74.10113",10306
"40.609802, -74.14108",10314
"40.74133, -73.94814",11101
"40.6308, -74.14706",10303
"40.685497, -73.91771",11233
"40.632492, -74.1564",10303
"40.707714, -73.802795",11432
"40.710777, -73.86502",11385
"40.733032, -73.98445",10003
"40.777252, -73.89799",11105
"40.766834, -73.89666",11370
"40.59497, -73.76071",11691
"40.69069, -73.91621",11221
"40.83312, -73.912155",10456
"40.836845, -73.930534",10032
"40.768234, -73.90709",11103
"40.880924, -73.83966",10466
"40.632236, -74.08715",10301
"40.840176, -73.92528",10452
"40.69527, -73.90351",11385
"40.70287, -73.79",11433
"40.719456, -73.98193",10009
"40.641434, -74.01782",11220
"40.820503, -73.8881",10474
"40.63739, -73.91038",11236
"40.867027, -73.89111",10458
"40.778366, -73.807945",11357
"40.78519, -73.94934",10028
"40.740913, -73.95226",11101
"40.707935, -73.78569",11433
"40.6826, -73.79993",11436
"40.766273, -73.740074",11363
"40.708378, -73.79169",11432
"40.70303, -73.98467",11201
"40.815083, -73.90842",10455
"40.69605, -73.98509",11242
